epoch,lr-Adam,step,train_accuracy_epoch,train_accuracy_step,train_dice_epoch,train_dice_step,train_iou_epoch,train_iou_step,train_loss_epoch,train_loss_step,train_mse_epoch,train_mse_step,val_accuracy,val_dice,val_iou,val_loss,val_mse
1,,459,,1.0,,0.0,,0.0,,0.6936089396476746,,9.460786714043934e-07,,,,,
1,,469,,1.0,,0.0,,0.0,,0.6935893297195435,,9.464984600526805e-07,,,,,
1,,479,,1.0,,0.0,,0.0,,0.6935701966285706,,7.96942003944423e-07,,,,,
1,,489,,1.0,,0.0,,0.0,,0.6935535073280334,,7.374074471044878e-07,,,,,
1,,499,,1.0,,0.0,,0.0,,0.6935410499572754,,7.068903187246178e-07,,,,,
1,,509,,1.0,,0.0,,0.0,,0.6935279369354248,,6.49792809781502e-07,,,,,
1,,519,,1.0,,0.0,,0.0,,0.693513810634613,,6.182430070111877e-07,,,,,
1,,529,,1.0,,0.0,,0.0,,0.6935064792633057,,5.714778694709821e-07,,,,,
1,,539,,1.0,,0.0,,0.0,,0.6934906244277954,,5.401935254667478e-07,,,,,
1,,549,,1.0,,0.0,,0.0,,0.6934791803359985,,5.022911295782251e-07,,,,,
1,,559,,1.0,,0.0,,0.0,,0.6934704780578613,,4.623799156888708e-07,,,,,
1,,569,,1.0,,0.0,,0.0,,0.6934596300125122,,4.458993316802662e-07,,,,,
1,,579,,1.0,,0.0,,0.0,,0.6934499740600586,,4.2230200847370725e-07,,,,,
1,,589,,1.0,,0.0,,0.0,,0.6934401988983154,,4.029154752061004e-07,,,,,
1,,599,,1.0,,0.0,,0.0,,0.6934316158294678,,3.6496894040283223e-07,,,,,
1,,599,,,,,,,,,,,1.0,0.0,0.0,0.6934288144111633,3.749188408619375e-07
1,,599,1.0,,0.0,,0.0,,0.6936699151992798,,1.3861200613973779e-06,,,,,,
,0.001,600,,,,,,,,,,,,,,,
2,,609,,1.0,,0.0,,0.0,,0.6934239864349365,,3.5439288126326574e-07,,,,,
2,,619,,1.0,,0.0,,0.0,,0.6934182643890381,,3.370775232269807e-07,,,,,
2,,629,,1.0,,0.0,,0.0,,0.693408727645874,,3.0942803164180077e-07,,,,,
2,,639,,1.0,,0.0,,0.0,,0.693403422832489,,2.957140452508611e-07,,,,,
2,,649,,1.0,,0.0,,0.0,,0.6933947205543518,,2.9143225788175187e-07,,,,,
2,,659,,1.0,,0.0,,0.0,,0.6933887600898743,,2.786472919069638e-07,,,,,
2,,669,,1.0,,0.0,,0.0,,0.6933825016021729,,2.512833248147217e-07,,,,,
2,,679,,1.0,,0.0,,0.0,,0.6933752298355103,,2.3409459970480384e-07,,,,,
2,,689,,1.0,,0.0,,0.0,,0.6933704018592834,,2.2974546709519927e-07,,,,,
2,,699,,1.0,,0.0,,0.0,,0.6933634281158447,,2.0872381867320655e-07,,,,,
2,,709,,1.0,,0.0,,0.0,,0.6933588981628418,,2.0468438322041038e-07,,,,,
2,,719,,1.0,,0.0,,0.0,,0.6933528184890747,,1.933426432287888e-07,,,,,
2,,729,,1.0,,0.0,,0.0,,0.6933515667915344,,1.872998893759359e-07,,,,,
2,,739,,1.0,,0.0,,0.0,,0.6933472156524658,,1.9419792351982323e-07,,,,,
2,,749,,1.0,,0.0,,0.0,,0.6933389902114868,,1.6823513249164534e-07,,,,,
2,,759,,1.0,,0.0,,0.0,,0.6933344602584839,,1.587514475431817e-07,,,,,
2,,769,,1.0,,0.0,,0.0,,0.6933304667472839,,1.5392699026506307e-07,,,,,
2,,779,,1.0,,0.0,,0.0,,0.6933258771896362,,1.4943648807275167e-07,,,,,
2,,789,,1.0,,0.0,,0.0,,0.6933213472366333,,1.404533520599216e-07,,,,,
2,,799,,1.0,,0.0,,0.0,,0.6933177709579468,,1.3130863862897968e-07,,,,,
2,,809,,1.0,,0.0,,0.0,,0.6933135986328125,,1.2900375168101164e-07,,,,,
2,,819,,1.0,,0.0,,0.0,,0.6933106184005737,,1.2421078565694188e-07,,,,,
2,,829,,1.0,,0.0,,0.0,,0.6933095455169678,,1.3363910511543509e-07,,,,,
2,,839,,1.0,,0.0,,0.0,,0.6933032870292664,,1.1205434446992513e-07,,,,,
2,,849,,1.0,,0.0,,0.0,,0.6933027505874634,,1.1897599705434914e-07,,,,,
2,,859,,1.0,,0.0,,0.0,,0.6932964324951172,,1.0061849309295212e-07,,,,,
2,,869,,1.0,,0.0,,0.0,,0.6932932138442993,,9.850403870359514e-08,,,,,
2,,879,,1.0,,0.0,,0.0,,0.6932907700538635,,9.576667281407936e-08,,,,,
2,,889,,1.0,,0.0,,0.0,,0.6932876706123352,,9.30835497570115e-08,,,,,
2,,899,,1.0,,0.0,,0.0,,0.6932851076126099,,8.832730458152582e-08,,,,,
2,,899,,,,,,,,,,,1.0,0.0,0.0,0.6932808756828308,8.658146555262647e-08
2,,899,1.0,,0.0,,0.0,,0.6933456063270569,,1.898470429750887e-07,,,,,,
,0.001,900,,,,,,,,,,,,,,,
3,,909,,1.0,,0.0,,0.0,,0.6932823061943054,,8.526722439228251e-08,,,,,
3,,919,,1.0,,0.0,,0.0,,0.6932809352874756,,8.25166921458731e-08,,,,,
3,,929,,1.0,,0.0,,0.0,,0.6932780742645264,,8.368279225123842e-08,,,,,
3,,939,,1.0,,0.0,,0.0,,0.6932740211486816,,7.536394974749783e-08,,,,,
3,,949,,1.0,,0.0,,0.0,,0.6932715177536011,,7.261811418857178e-08,,,,,
3,,959,,1.0,,0.0,,0.0,,0.6932694315910339,,6.86745735833938e-08,,,,,
3,,969,,1.0,,0.0,,0.0,,0.6932666301727295,,6.656858886344708e-08,,,,,
3,,979,,1.0,,0.0,,0.0,,0.6932658553123474,,7.018084602350427e-08,,,,,
3,,989,,1.0,,0.0,,0.0,,0.6932622790336609,,6.193333490500663e-08,,,,,
3,,999,,1.0,,0.0,,0.0,,0.6932610273361206,,5.9187531320503695e-08,,,,,
3,,1009,,1.0,,0.0,,0.0,,0.6932584643363953,,5.930436230983105e-08,,,,,
3,,1019,,1.0,,0.0,,0.0,,0.6932567358016968,,5.746240105963807e-08,,,,,
3,,1029,,1.0,,0.0,,0.0,,0.6932544112205505,,5.431591887372633e-08,,,,,
3,,1039,,1.0,,0.0,,0.0,,0.693252682685852,,5.179633433272102e-08,,,,,
3,,1049,,1.0,,0.0,,0.0,,0.6932501196861267,,5.057003704678209e-08,,,,,
3,,1059,,1.0,,0.0,,0.0,,0.6932490468025208,,5.028548955010592e-08,,,,,
3,,1069,,1.0,,0.0,,0.0,,0.6932467818260193,,4.6686526644634796e-08,,,,,
3,,1079,,1.0,,0.0,,0.0,,0.6932454705238342,,4.557701771545908e-08,,,,,
3,,1089,,1.0,,0.0,,0.0,,0.693244993686676,,4.6832575151256606e-08,,,,,
3,,1099,,1.0,,0.0,,0.0,,0.6932424902915955,,4.1688675622708615e-08,,,,,
3,,1109,,1.0,,0.0,,0.0,,0.6932407021522522,,4.0694949632325006e-08,,,,,
3,,1119,,1.0,,0.0,,0.0,,0.6932387948036194,,4.046842150273733e-08,,,,,
3,,1129,,1.0,,0.0,,0.0,,0.6932373046875,,3.756020205969435e-08,,,,,
3,,1139,,1.0,,0.0,,0.0,,0.6932355761528015,,3.7618917758663883e-08,,,,,
3,,1149,,1.0,,0.0,,0.0,,0.6932348012924194,,3.7342985592658806e-08,,,,,
3,,1159,,1.0,,0.0,,0.0,,0.6932330131530762,,3.4373190516134855e-08,,,,,
3,,1169,,1.0,,0.0,,0.0,,0.6932319402694702,,3.488472088974959e-08,,,,,
3,,1179,,1.0,,0.0,,0.0,,0.6932302713394165,,3.287742345037259e-08,,,,,
3,,1189,,1.0,,0.0,,0.0,,0.6932287812232971,,3.1170475978115064e-08,,,,,
3,,1199,,1.0,,0.0,,0.0,,0.6932277083396912,,3.139671633789476e-08,,,,,
3,,1199,,,,,,,,,,,1.0,0.0,0.0,0.6932255625724792,2.956138089871274e-08
3,,1199,1.0,,0.0,,0.0,,0.6932529211044312,,5.427107652167251e-08,,,,,,
,0.001,1200,,,,,,,,,,,,,,,
4,,1209,,1.0,,0.0,,0.0,,0.6932262182235718,,2.9739284812535516e-08,,,,,
4,,1219,,1.0,,0.0,,0.0,,0.6932259798049927,,2.977697199924023e-08,,,,,
4,,1229,,1.0,,0.0,,0.0,,0.6932240724563599,,2.770398843665589e-08,,,,,
4,,1239,,1.0,,0.0,,0.0,,0.6932230591773987,,2.747207616948799e-08,,,,,
4,,1249,,1.0,,0.0,,0.0,,0.6932215690612793,,2.720702596548108e-08,,,,,
4,,1259,,1.0,,0.0,,0.0,,0.693220317363739,,2.4911569695973412e-08,,,,,
4,,1269,,1.0,,0.0,,0.0,,0.693220853805542,,2.730965320552059e-08,,,,,
4,,1279,,1.0,,0.0,,0.0,,0.6932185292243958,,2.4932683473366524e-08,,,,,
4,,1289,,1.0,,0.0,,0.0,,0.6932176947593689,,2.4988390023850116e-08,,,,,
4,,1299,,1.0,,0.0,,0.0,,0.6932167410850525,,2.2385096443144903e-08,,,,,
4,,1309,,1.0,,0.0,,0.0,,0.6932154893875122,,2.210989258344398e-08,,,,,
4,,1319,,1.0,,0.0,,0.0,,0.6932142376899719,,2.126831866178236e-08,,,,,
4,,1329,,1.0,,0.0,,0.0,,0.6932142376899719,,2.139632648834322e-08,,,,,
4,,1339,,1.0,,0.0,,0.0,,0.6932123899459839,,2.1228578006571297e-08,,,,,
4,,1349,,1.0,,0.0,,0.0,,0.6932113170623779,,1.951698536117874e-08,,,,,
4,,1359,,1.0,,0.0,,0.0,,0.6932104825973511,,1.9286128249973444e-08,,,,,
4,,1369,,1.0,,0.0,,0.0,,0.693209707736969,,1.835817187156863e-08,,,,,
4,,1379,,1.0,,0.0,,0.0,,0.6932085752487183,,1.8014796765442043e-08,,,,,
4,,1389,,1.0,,0.0,,0.0,,0.6932082772254944,,1.7544472541430878e-08,,,,,
4,,1399,,1.0,,0.0,,0.0,,0.693206787109375,,1.705514129923813e-08,,,,,
4,,1409,,1.0,,0.0,,0.0,,0.6932073831558228,,1.703820018406077e-08,,,,,
4,,1419,,1.0,,0.0,,0.0,,0.6932064890861511,,1.813795691418818e-08,,,,,
4,,1429,,1.0,,0.0,,0.0,,0.6932047605514526,,1.6438201910773387e-08,,,,,
4,,1439,,1.0,,0.0,,0.0,,0.6932044625282288,,1.5613636605849024e-08,,,,,
4,,1449,,1.0,,0.0,,0.0,,0.6932029724121094,,1.4816506244130778e-08,,,,,
4,,1459,,1.0,,0.0,,0.0,,0.6932022571563721,,1.4542941073614202e-08,,,,,
4,,1469,,1.0,,0.0,,0.0,,0.6932017803192139,,1.4339355480785798e-08,,,,,
4,,1479,,1.0,,0.0,,0.0,,0.6932010054588318,,1.4379464730041036e-08,,,,,
4,,1489,,1.0,,0.0,,0.0,,0.6932000517845154,,1.3440201840353438e-08,,,,,
4,,1499,,1.0,,0.0,,0.0,,0.693199634552002,,1.364074453391595e-08,,,,,
4,,1499,,,,,,,,,,,1.0,0.0,0.0,0.6931967735290527,1.2921391068232424e-08
4,,1499,1.0,,0.0,,0.0,,0.6932134032249451,,2.0695749114452155e-08,,,,,,
